2017-06-19 13:23:16,655 [1] DEBUG JYW.ThesisMMO.MMOServer.ServerApplication - ------------------------Server Started------------------------
2017-06-19 13:23:16,688 [1] DEBUG JYW.ThesisMMO.MMOServer.ServerApplication - Created Game World.
2017-06-19 13:23:16,697 [1] DEBUG JYW.ThesisMMO.MMOServer.Entity - Entity created w. name One Punch Man w. attributes MaxHealthHealthActionStateSpeed
2017-06-19 13:23:16,699 [1] DEBUG JYW.ThesisMMO.MMOServer.Entity - Entity created w. name Ork 234932 w. attributes MaxHealthHealthActionStateSpeed
2017-06-19 13:23:16,711 [1] DEBUG JYW.ThesisMMO.MMOServer.Entity - Entity created w. name Ork 452537 w. attributes MaxHealthHealthActionStateSpeed
2017-06-19 13:23:16,712 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=MMOServer; AppPath=D:\Projects\ThesisMMO\deploy\MMOServer, Type=JYW.ThesisMMO.MMOServer.ServerApplication 
2017-06-19 13:24:35,229 [15] DEBUG Photon.SocketServer.ApplicationBase - OnInit - ConnID=0, IP 127.0.0.1 on port 5055, type = ENetListener
2017-06-19 13:24:35,234 [15] DEBUG Photon.SocketServer.Protocol - Parsed init message for application MMOServer, client version 4.0.5.0, protocol GpBinaryV2 version 1.6 sdk 65535 using IPv6 False
2017-06-19 13:24:35,244 [13] DEBUG Photon.SocketServer.Rpc.Peer - set operation handler to Photon.SocketServer.Rpc.OperationHandlerDisabled, was {null} - peer id 0
2017-06-19 13:24:35,244 [13] DEBUG Photon.SocketServer.Rpc.Peer - set operation handler to JYW.ThesisMMO.MMOServer.Peers.OperationHandlers.InitialOperationHandler, was Photon.SocketServer.Rpc.OperationHandlerDisabled - peer id 0
2017-06-19 13:24:35,247 [13] DEBUG Photon.SocketServer.PeerBase - OnInit - response sent to ConnId 0 with SendResult Ok
2017-06-19 13:24:35,248 [13] DEBUG Photon.SocketServer.PeerBase - Connection state changed from Initializing to Connected: peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271
2017-06-19 13:24:41,349 [11] DEBUG JYW.ThesisMMO.MMOServer.Peers.OperationHandlers.InitialOperationHandler - New character llll OrisonOfHealing FireStorm Dash
2017-06-19 13:24:41,349 [11] DEBUG JYW.ThesisMMO.MMOServer.Entity - Entity created w. name llll w. attributes MaxHealthHealthActionStateSpeed
2017-06-19 13:24:41,358 [11] DEBUG Photon.SocketServer.PeerBase - SentOpResponse: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, opCode=0, return=0, ChannelId=0 result=Ok size=25 bytes
2017-06-19 13:24:42,096 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:42,096 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:42,096 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:42,397 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:42,397 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:42,698 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:42,998 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:42,998 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:42,999 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:43,300 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:43,300 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:43,300 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:43,600 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:43,600 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:43,600 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:43,901 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:43,901 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:43,901 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:44,202 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:44,202 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:44,202 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:44,502 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:44,502 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:44,503 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:44,803 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:44,803 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:44,803 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:45,104 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:45,105 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:45,105 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:45,405 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:45,405 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:45,405 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:45,706 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:45,706 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:46,007 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:46,307 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:46,307 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:46,307 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:46,607 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:46,607 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:46,607 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:46,908 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:46,908 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:46,908 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:47,209 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:47,209 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:47,209 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:47,510 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:47,510 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:47,510 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:47,810 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:47,810 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:47,810 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:48,111 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:48,111 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:48,111 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:48,412 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:48,412 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:48,412 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:48,713 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:48,713 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:48,713 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:49,013 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:49,013 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:49,314 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:49,615 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:49,615 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:49,615 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:49,915 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:49,916 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:49,916 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:50,217 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:50,217 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:50,217 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:50,369 [12] DEBUG JYW.ThesisMMO.MMOServer.Peers.OperationHandlers.EntityOperationHandler - Received character action from llll
2017-06-19 13:24:50,372 [12] DEBUG JYW.ThesisMMO.MMOServer.ActionObjects.ActionObject - Created FireStormRequest ActionObject
2017-06-19 13:24:50,374 [12] DEBUG JYW.ThesisMMO.MMOServer.Entities.Attributes.Attribute - llll's actionState changed to FireStorm
2017-06-19 13:24:50,518 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:50,518 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:50,518 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:50,818 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:50,818 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:50,818 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:51,120 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:51,120 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:51,120 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:51,421 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:51,421 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:51,421 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:51,721 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:51,721 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:51,721 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:52,022 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=39 bytes
2017-06-19 13:24:52,022 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:52,022 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
2017-06-19 13:24:52,323 [14] DEBUG Photon.SocketServer.PeerBase - SentEvent: Peer=T:MMOPeer,ConnId:0,ip:127.0.0.1:56271, evCode=3, ChannelId=0, result=Ok size=36 bytes
